clres	distilbert-base-cased	5	100	0.6558121651120706	0.020803448446362602	0.039905485431272945
clres	random baseline		0	0.18462597875901898	0.006045588432659232	0.011589704451885436
clres	oracle		0	1.0	0.033007289628525616	0.06327180878206855
clres	bert-base-cased	11	0	0.6633738964520313	0.021063353370393657	0.0404038731606414
clres	bert-base-cased	11	100	0.6695949826128281	0.02126399474468641	0.04078873561749229
clres	bert-base-cased	11	250	0.6753114186935911	0.021402511813860187	0.04105533108447057
clres	bert-base-cased	11	500	0.66927807928456	0.021241073383673207	0.040745012109060334
clres	bert-base-cased	11	1000	0.678862400144574	0.02159559514307309	0.04142236562450575
clres	bert-base-cased	11	2500	0.6684412089320587	0.021213207507187207	0.040691253686496
clres	random baseline		0	0.18462597875901898	0.006045588432659232	0.011589704451885436
clres	oracle		0	1.0	0.033007289628525616	0.06327180878206855
clres	random baseline		0	0.18462597875901898	0.006045588432659232	0.011589704451885436
clres	oracle		0	1.0	0.033007289628525616	0.06327180878206855
clres	random baseline		0	0.18462597875901898	0.006045588432659232	0.011589704451885436
clres	oracle		0	1.0	0.033007289628525616	0.06327180878206855
clres	bert-base-cased	11	0	0.6633738964520313	0.021063353370393657	0.0404038731606414
clres	bert-base-cased	11	100	0.6695949826128281	0.02126399474468641	0.04078873561749229
clres	bert-base-cased	11	250	0.6753114186935911	0.021402511813860187	0.04105533108447057
clres	bert-base-cased	11	500	0.66927807928456	0.021241073383673207	0.040745012109060334
clres	bert-base-cased	11	1000	0.678862400144574	0.02159559514307309	0.04142236562450575
clres	bert-base-cased	11	2500	0.6684412089320587	0.021213207507187207	0.040691253686496
clres	distilbert-base-cased	5	0	0.6509439951760753	0.020640456025598466	0.03959377973104405
clres	distilbert-base-cased	5	100	0.6558121651120706	0.020803448446362602	0.039905485431272945
clres	distilbert-base-cased	5	250	0.6695494064864594	0.021202117665341063	0.04067087619021206
clres	distilbert-base-cased	5	500	0.658377807893644	0.020873448658270406	0.040040753685256225
clres	distilbert-base-cased	5	1000	0.6503478882498634	0.020577378135352577	0.03947385315205696
clres	distilbert-base-cased	5	2500	0.6629323972853168	0.021063141462587677	0.040401807093199384
clres	roberta-base	11	0	0.47650148729512787	0.015050540011725564	0.028872050212694105
clres	roberta-base	11	100	0.5339691291954629	0.016964773859053053	0.03254043234247506
clres	roberta-base	11	250	0.5247738455335	0.016617492283024064	0.03187713131954572
clres	roberta-base	11	500	0.5628820335868769	0.017852137796582637	0.034243450965695435
clres	roberta-base	11	1000	0.535348338304003	0.016872276101744004	0.032366714167384625
clres	roberta-base	11	2500	0.5256745096715465	0.01654738611721327	0.03174391477463157
clres	distilroberta-base	5	0	0.4228594736020282	0.013386180785612873	0.02567706838522562
clres	distilroberta-base	5	100	0.47680740009554917	0.015039697395653067	0.028850088717577146
clres	distilroberta-base	5	250	0.5235960623396694	0.01658390489577668	0.03181050545474182
clres	distilroberta-base	5	500	0.4592832662512387	0.014448333345105988	0.027716861750416988
clres	distilroberta-base	5	1000	0.5094060426931808	0.01620759195032881	0.031087509884834087
clres	distilroberta-base	5	2500	0.5226337037747324	0.016460362644891962	0.03157622959731791
clres	albert-base-v2	11	0	0.666387481092065	0.02133014529811897	0.04090840299208177
clres	albert-base-v2	11	100	0.6762226503794507	0.021647335965699184	0.04151686529050533
clres	albert-base-v2	11	250	0.6511243194495746	0.020871470852081287	0.04002767079653401
clres	albert-base-v2	11	500	0.6372640379362835	0.020336756821665455	0.0390066058727309
clres	albert-base-v2	11	1000	0.6398288522503812	0.020488235584971495	0.03929363001694417
clres	albert-base-v2	11	2500	0.6193399993766908	0.019772728878089438	0.03792350372556775
clres	xlnet-base-cased	11	0	0.3768382695369087	0.011548657564049132	0.022164539391801477
clres	xlnet-base-cased	11	100	0.5383532706009767	0.01661226522380996	0.031880280851209274
clres	xlnet-base-cased	11	250	0.5222385628251248	0.016111738986091785	0.030919432065550822
clres	xlnet-base-cased	11	500	0.5154133915954533	0.015888352840624138	0.03049035964267071
clres	xlnet-base-cased	11	1000	0.4923105879061946	0.015113900445712753	0.029005928863322098
clres	xlnet-base-cased	11	2500	0.5177096642509812	0.015898171235634414	0.030512169525528446
clres	gpt2	11	0	0.33326402436988106	0.010383517810851093	0.019922278685795086
clres	gpt2	11	100	0.3055293155907165	0.009345134243595087	0.017932511513048057
clres	gpt2	11	250	0.34551896408573446	0.010663836520191282	0.020462612442741945
clres	gpt2	11	500	0.34736038479981673	0.010570385177755335	0.02028572742850113
clres	gpt2	11	1000	0.34832981101513333	0.010914064321082708	0.020937020926879883
clres	gpt2	11	2500	0.3126508249259645	0.009812214365936527	0.01882168901488467
